Serial ID,Sentence,x,y
1121-0,Will the Palestinian group Islamic Jihad significantly violate its cease-fire with Israel before 30 September 2012?,25.6032,10.4609
1122-6,"When will Nouri al-Maliki resign, lose confidence vote, or vacate the office of Prime Minister of Iraq?",-20.293,21.8238
1123-0,Will the Romanian people approve the removal of Traian Basescu from the office of President of Romania in a referendum vote before 1 August 2012?,-10.407,-0.0774833
1124-0,Will Israel officially announce that it recognizes the Armenian genocide before 1 April 2013?,-3.93184,6.61944
1125-6,When will South Korea and Japan sign a new military intelligence pact*?,-0.200257,17.5179
1126-6,When will Turkey ratify a new constitution?,-12.1658,-2.30832
1127-0,Will Moody's issue a new downgrade on the long-term ratings for any of the eight major French banks between 30 July 2012 and 31 December 2012?,-7.36113,-3.06906
1128-0,Will Iran blockade the Strait of Hormuz before 1 January 2014?,-6.40212,-8.63898
1129-1,Will Syria use chemical or biological weapons before 1 January 2013?,20.1461,-9.6926
1129-2,Will Syria use chemical or biological weapons before 1 January 2013?,20.3027,-9.78735
1130-0,Will Moody's issue a new downgrade of the long term debt rating of the Government of Germany between 30 July 2012 and 31 March 2013?,-7.56079,-3.27236
1131-0,Will Victor Ponta resign or vacate the office of Prime Minister of Romania before 1 November 2012?,-20.7682,22.5619
1132-1,Will al-Shabaab commence official talks with the Somali government before 1 January 2013?,2.01197,19.6583
1132-2,Will al-Shabaab commence official talks with the Somali government before 1 January 2013?,2.75247,20.5647
1133-0,Will Israel officially establish a date for early elections before 6 November 2012?,-4.88547,4.9656
1134-6,When will the Free Syrian Army gain control of the city of Aleppo?,20.5387,-6.88563
1135-0,"Will the number of registered Syrian conflict refugees reported by the UNHCR exceed 250,000 at any point before 1 April 2013?",2.95024,-17.6679
1136-0,Will Kuwait commence parliamentary elections before 1 October 2012?,-19.9173,2.20035
1137-0,Will the United Kingdom's Liberal Democrats and Conservatives remain in a coalition through 1 April 2013?,-14.1816,1.44959
1138-1,Will the Democratic People's Republic of Korea (North Korea) and the Republic of Korea (South Korea) commence official bilateral talks before 1 August 2013?,6.28218,22.5482
1138-2,Will the Democratic People's Republic of Korea (North Korea) and the Republic of Korea (South Korea) commence official bilateral talks before 1 August 2013?,6.47535,22.4738
1139-0,Will any government force gain control of the Somali town of Kismayo before 1 November 2012?,25.0192,-0.0931318
1140-0,Will at least one individual be convicted of the July 2011 killing of Iranian nuclear physicist Darioush Rezaeinejad by an Iranian court of law before 1 January 2013?,-3.55961,-12.257
1141-0,Who will win Ghana's next Presidential election?,-25.9049,-4.54025
1142-0,"Will a foreign or multinational military force invade, enter or significantly* fire on Iran before 21 January 2013?",26.7341,10.2646
1143-1,Will the IMF officially announce before 1 January 2013 that an agreement has been reached to lend Egypt at least 4 billion USD?,-3.94043,8.71185
1143-2,Will the IMF officially announce before 1 January 2013 that an agreement has been reached to lend Egypt at least 4 billion USD?,-3.5745,8.43827
1144-1,Will Mariano Rajoy resign or otherwise vacate the office of Prime Minister of Spain before 1 February 2013?,-21.4166,22.2518
1144-2,Will Mariano Rajoy resign or otherwise vacate the office of Prime Minister of Spain before 1 February 2013?,-21.3291,22.6399
1145-1,Will the Yuan to Dollar exchange rate on 31 December 2012 be more than 5% different than the 31 August 2012 exchange rate?,-9.75153,-17.178
1145-2,Will the Yuan to Dollar exchange rate on 31 December 2012 be more than 5% different than the 31 August 2012 exchange rate?,-9.67713,-17.1186
1146-0,Will the World Trade Organization (WTO) rule in favor of the rare earth metals complaint filed by the European Union against China before 31 December 2013?,13.4099,-19.913
1147-0,"Before 1 April 2013, will the Egyptian government officially announce it has started construction of a nuclear power plant at Dabaa?",1.35046,9.57013
1148-0,"What change will the European Union Council (""EUC"") make with respect to Bulgaria and Romania's inclusion in the Schengen area* before 1 February 2013?",1.30598,-9.31925
1149-0,"Will the sentence of any of the three members of the band Pussy Riot who were convicted of hooliganism be reduced, nullified, or suspended before 1 December 2012?",-8.09845,-14.5021
1150-0,Will Sudan and South Sudan sign a border security agreement before 1 December 2012?,18.4035,-6.92962
1151-1,Will Japan and North Korea announce an agreement to establish formal diplomatic relations before 1 April 2013?,9.32133,3.7633
1151-2,Will Japan and North Korea announce an agreement to establish formal diplomatic relations before 1 April 2013?,10.7629,-20.3454
1152-0,"Will the Vice President of Iraq, Tariq al-Hashimi's, death sentence be overturned before 1 November 2012? ",0.836412,-1.72294
1153-0,"Before 1 December 2012, will Joseph Kony be *captured by a Ugandan, foreign or multinational military/law enforcement force?",26.7458,9.21614
1154-1,Before 1 April 2013 will the North Korean government officially announce it has invited UN nuclear inspectors to visit the country?,0.918106,10.152
1154-2,Before 1 April 2013 will the North Korean government officially announce it has invited UN nuclear inspectors to visit the country?,0.778327,9.84313
1155-6,What change will occur in the FAO Food Price index during September 2012?,-10.7963,-21.6903
1156-1,Will the new leader of Japan's Liberal Democratic Party (LDP) Shinzo Abe be declared Prime Minister of Japan before 1 October 2013?,-21.5678,5.20815
1156-2,Will the new leader of Japan's Liberal Democratic Party (LDP) Shinzo Abe be declared Prime Minister of Japan before 1 October 2013?,-21.5479,5.1305
1157-0,Which political parties will be a part of the next Lithuanian coalition government?,12.2094,-7.61833
1158-1,Will the Malian government and Ansar Dine commence official talks before 1 April 2013?,3.72207,22.9427
1158-2,Will the Malian government and Ansar Dine commence official talks before 1 April 2013?,1.77987,22.0456
1159-0,Will either the French or Swiss inquiries find elevated levels* of polonium in the remains of Yasser Arafat's body?,-1.73539,-11.8117
1160-0,Will a significant* Turkish military force invade or enter Syria between 9 October 2012 and 30 November 2012?,27.4237,10.803
1161-0,Will the IMF officially announce sanctions on Argentina before 1 February 2013 if the International Monetary Fund (IMF) officially announces that Argentina has failed to provide the IMF with sufficient growth and inflation data before 20 December 2012?,3.47562,-8.65713
1162-1,Will the Canadian consulate in Tehran officially re-open at any time before 1 April 2013?,-4.88895,8.3274
1162-2,Will the Canadian consulate in Tehran officially re-open at any time before 1 April 2013?,-4.79822,8.24432
1162-3,Will the Canadian consulate in Tehran officially re-open at any time before 1 April 2013?,-4.70062,8.83176
1162-4,Will the Canadian consulate in Tehran officially re-open at any time before 1 April 2013?,-4.71675,8.60178
1163-0,Will Liu Yandong be selected as a member of the next Politburo Standing Committee of the Communist Party of China?,15.1181,14.3229
1164-6,What will the number of registered Syrian conflict refugees reported by the UNHCR be as of 1 December 2012?,2.08032,-18.0719
1165-0,Will Iran and the U.S. commence official nuclear program talks* before 1 April 2013?,4.86513,19.4093
1166-1,Will Israel launch an airstrike against Sudan between 5 November 2012 and 31 December 2012?,27.3542,8.98322
1166-2,Will Israel launch an airstrike against Sudan between 5 November 2012 and 31 December 2012?,24.7674,9.36687
1167-1,Will a banking union be approved in the EU council before 1 March 2013?,17.9008,-9.26731
1167-2,Will a banking union be approved in the EU council before 1 March 2013?,17.6613,-8.82605
1168-0,"Will the sentence of any of the seven Italian experts convicted of manslaughter for failing to ""adequately warn"" about the L'Aquila earthquake be reduced, nullified, or suspended before 1 April 2013?",-0.710011,-12.3577
1169-0,Who will win the next South Korean presidential election?,-24.1223,-3.68952
1170-0,Will S&P downgrade India's credit rating between 5 November 2012 and 31 January 2013?,-8.50082,-5.09293
1171-1,Will the trial of Ahmed Shafik begin before 1 January 2013?,-17.0336,-2.89496
1171-2,Will the trial of Ahmed Shafik begin before 1 January 2013?,-17.0336,-2.89496
1172-1,Will the Taliban and the Afghan government commence official peace talks before 1 September 2013?,3.47935,22.0488
1172-2,Will the Taliban and the Afghan government commence official peace talks before 1 September 2013?,3.47925,22.0487
1173-0,Will the Chinese consumer confidence score for the month of November 2012 drop below 99?,-17.9217,16.285
1174-0,Will the Turkish government release imprisoned Kurdish rebel leader Abdullah Ocalan before 1 April 2013?,-12.6217,8.10448
1175-1,Will a *significant Israeli military force invade or enter the Gaza strip between 19 November and 30 November 2012?,28.1857,10.9989
1175-2,Will a *significant Israeli military force invade or enter the Gaza strip between 19 November and 30 November 2012?,27.9391,11.1733
1176-0,Will Angela Merkel win the next election for Chancellor of Germany?,-24.7878,-4.7683
1177-0,Will Mohammed Morsi cease to be President of Egypt before 1 April 2013?,-8.77856,7.59252
1178-0,Will Benjamin Netanyahu resign or otherwise vacate the office of Prime Minister of Israel before 1 April 2013?,-20.9691,21.1097
1179-0,Will opposition forces in Syria seize control of the Syrian city of Aleppo by 30 April 2013?,30.4869,0.18317
1180-0,Will a significant* foreign or multinational military force invade or enter Iran between 17 December 2012 and 31 March 2013?,27.3681,9.64043
1181-0,Will Iran sign an IAEA Structured Approach document before 1 April 2013?,-0.77952,3.91494
1182-0,Will Mahmoud Ahmadinejad resign or otherwise vacate the office of President of Iran before 1 April 2013?,-20.3345,21.191
1183-0,Will the United Nations Security Council pass a new resolution directly concerning Iran between 17 December 2012 and 31 March 2013? ,17.432,-9.14719
1184-0,"Before 1 April 2013, will substantial* evidence emerge that Iran has enriched any uranium above 27% purity?",-4.98675,-9.22777
1185-1,Will there be a substantial* lethal confrontation involving Iraqi government forces and Kurdish fighters before 1 April 2013?,29.9829,-1.42735
1185-2,Will there be a substantial* lethal confrontation involving Iraqi government forces and Kurdish fighters before 1 April 2013?,29.9589,-1.5184
1186-0,Who will be the next president of Cyprus?,-20.3741,-6.31019
1187-1,"Will M23 seize, recapture, or otherwise occupy the city of Goma at any time before 1 April 2013?",6.92139,-6.5016
1187-2,"Will M23 seize, recapture, or otherwise occupy the city of Goma at any time before 1 April 2013?",6.9556,-6.51323
1188-1,Will North Korea attempt launch of a multistage rocket between 7 January 2013 and 1 September 2013?,13.0643,2.66535
1188-2,Will North Korea attempt launch of a multistage rocket between 7 January 2013 and 1 September 2013?,13.1343,3.22546
1189-1,Will Russia maintain any military presence at the Tartus Naval Base in Syria as of 1 January 2014?,22.4712,8.78531
1189-2,Will Russia maintain any military presence at the Tartus Naval Base in Syria as of 1 January 2014?,22.4505,8.71484
1190-1,Will Italian ten-year government bond yields be below 4% as of 31 March 2013?,0.953592,-3.75061
1190-2,Will Italian ten-year government bond yields be below 4% as of 31 March 2013?,-11.7974,-10.2906
1191-1,Will the official US Dollar to Venezuelan Bolivar exchange rate exceed 4.35 at any point before 1 April 2013?,-10.0855,-14.5104
1191-2,Will the official US Dollar to Venezuelan Bolivar exchange rate exceed 4.35 at any point before 1 April 2013?,-9.92589,-14.6752
1192-1,Will Uhuru Kenyatta be found guilty of any charges by the International Criminal Court before 1 September 2013?,-3.99544,-14.7701
1192-2,Will Uhuru Kenyatta be found guilty of any charges by the International Criminal Court before 1 September 2013?,-3.81322,-14.6797
1193-6,What will the number of registered Malian conflict refugees reported by the UNHCR be as of 1 March 2013?,1.78197,-17.7832
1194-1,Will a measurable* Syrian military force invade or enter Israel between 4 February 2013 and 1 April 2013?,26.9906,11.7663
1194-2,Will a measurable* Syrian military force invade or enter Israel between 4 February 2013 and 1 April 2013?,27.1642,11.2695
1195-1,Will a measurable* Israeli military force invade or enter Syria between 4 February 2013 and 1 April 2013?,27.9506,11.7189
1195-2,Will a measurable* Israeli military force invade or enter Syria between 4 February 2013 and 1 April 2013?,27.9506,11.7189
1196-1,Will any foreign or multinational military force significantly* attack North Korea before 1 April 2013?,26.3361,11.202
1196-2,Will any foreign or multinational military force significantly* attack North Korea before 1 April 2013?,26.1234,11.8433
1197-1,Will a foreign state or multinational coalition officially announce a no-fly zone over Syria before 1 January 2014?,16.1393,-6.62148
1197-2,Will a foreign state or multinational coalition officially announce a no-fly zone over Syria before 1 January 2014?,16.1361,-6.59225
1198-1,"Will Egypt lift the state of emergency in Port Said, Suez, and Ismailiya before 25 February 2013?",1.74526,4.09679
1198-2,"Will Egypt lift the state of emergency in Port Said, Suez, and Ismailiya before 25 February 2013?",7.53715,2.30224
1199-0,Will Hamadi Jebali cease to be Prime Minister of Tunisia before 1 April 2013? ,-17.0978,22.7575
1200-1,Will Mali commence presidential elections before 1 January 2014?,-18.6628,-1.97161
1200-2,Will Mali commence presidential elections before 1 January 2014?,-18.6896,-2.48494
1201-6,When will Mariano Rajoy vacate the office of Prime Minister of Spain?,-23.4416,23.4839
1202-1,Will the Malian government and National Movement for the Liberation of Azawad (MNLA) begin official talks before 1 April 2013?,3.79496,21.1348
1202-2,Will the Malian government and National Movement for the Liberation of Azawad (MNLA) begin official talks before 1 April 2013?,3.79555,20.685
1203-0,Will a Zimbabwean referendum vote approve a new constitution before 1 April 2013?,-10.5822,-0.784452
1204-0,Will Egypt commence parliamentary elections before 23 April 2013?,-19.898,3.21956
1205-0,Who will be the next Pope?,-21.9787,-5.24643
1206-6,When will Italy next form a new government?,-7.5876,-1.9314
1207-0,Will France withdraw at least 500 troops from Mali before 10 April 2013?,4.67425,-1.89726
1208-1,Will the Syrian government commence official talks with Syrian opposition forces before 1 September 2013?,3.31729,23.3677
1208-2,Will the Syrian government commence official talks with Syrian opposition forces before 1 September 2013?,2.85083,22.531
1208-3,Will the Syrian government commence official talks with Syrian opposition forces before 1 September 2013?,3.11378,23.0401
1208-4,Will the Syrian government commence official talks with Syrian opposition forces before 1 September 2013?,2.47909,23.0781
1209-0,Will Standard & Poor's improve Tunisia's sovereign credit rating or outlook before 10 April 2013?,-8.32608,-4.25511
1210-1,Will a significant North Korean military force violate the Military Demarcation Line (MDL) of the Korean Demilitarized Zone (DMZ) before 1 October 2013?,25.179,13.4186
1210-2,Will a significant North Korean military force violate the Military Demarcation Line (MDL) of the Korean Demilitarized Zone (DMZ) before 1 October 2013?,25.0338,13.5987
1211-1,Will the Liberal Democratic Party (LDP) hold a relative majority of seats in the Japanese Parliament's upper house following the next elections?,-21.6659,1.61267
1211-2,Will the Liberal Democratic Party (LDP) hold a relative majority of seats in the Japanese Parliament's upper house following the next elections?,-21.4977,1.38006
1212-0,Will there be a significant lethal confrontation in the East China Sea region between Japan and China before 1 January 2014?,27.4953,-1.64321
1213-0,Will 1 Euro buy less than $1.27 at any point before 10 April 2013?,-5.63936,-14.2698
1214-0,Will Standard & Poor's improve Cyprus' sovereign credit rating or outlook before 10 April 2013?,-8.30733,-4.90779
1215-0,Will Turkey ratify a new constitution before 1 February 2014?,-4.18006,-1.72011
1216-0,Will Uhuru Kenyatta be found guilty of any charges by the International Criminal Court before 1 September 2013?,-3.56539,-14.4401
1217-0,Will Mali commence presidential elections before 1 January 2014?,-19.6508,-3.21376
1218-1,Will China seize control* of the Second Thomas Shoal before 1 January 2014?,28.5424,-0.68318
1218-2,Will China seize control* of the Second Thomas Shoal before 1 January 2014?,28.7735,-0.562954
1219-1,"Before 1 May 2014, will Myanmar *officially announce that construction of the Myitsone Dam will resume?",-3.77769,9.13884
1219-2,"Before 1 May 2014, will Myanmar *officially announce that construction of the Myitsone Dam will resume?",-2.75481,9.18671
1220-0,"Before 1 May  2014, will Chinese armed forces or maritime law enforcement forces attempt to interdict or make physical contact with at least one U.S. government naval vessel or airplane or Japanese government naval vessel or airplane that it claims is in its territorial waters or airspace?",27.1785,-3.30533
1221-6,When will the official Chinese renminbi-to-U.S. dollar exchange rate exceed 0.17?,-10.5178,-16.9036
